arch,subarch,network,arch_dim,throughput,energy_efficiency,power_efficiency
systolic,mac,single_node,64x64,302.8937326858379,0.040199159068706684,239.7678538244634
systolic,figna,single_node,64x64,302.8937326858379,0.03297045663111301,196.65226360937535
simd,mac,single_node,64x64,305.9870124043139,0.042661480956218016,254.45437085793012
simd,figna,single_node,64x64,305.9870124043139,0.034675148045482565,206.81989425950394
mugi,,multi_node_4x4,64x8,638.4433273955041,0.2529034047877873,716.9970595698538
mugi,,multi_node_4x4,128x8,1274.5055198190641,0.755385279707631,1072.7828881973035
mugi,,multi_node_4x4,256x8,2267.755587674842,1.5508505122529082,1237.8234703217202
carat,,multi_node_4x4,64x8,640.3882519718197,0.22054160922974275,628.5273262825798
carat,,multi_node_4x4,128x8,1277.9274575345307,0.628624618543162,897.7638432146974
carat,,multi_node_4x4,256x8,2273.8852993831847,1.180099367624731,947.167618935194
systolic,mac,multi_node_4x4,8x8,602.2789050200286,0.15138264949185867,455.13838716361147
systolic,mac,multi_node_4x4,16x16,1209.3653348076473,0.3612492393997465,540.1854731378655
systolic,figna,multi_node_4x4,8x8,602.2789050200286,0.13806094929371227,415.0861277876939
systolic,figna,multi_node_4x4,16x16,1209.3653348076473,0.31444725285267733,470.2012337558563
simd,mac,multi_node_4x4,8x8,607.0292479771956,0.1574803561894077,473.47140221543515
simd,mac,multi_node_4x4,16x16,1220.5090994375753,0.38160827633648964,570.6288756446214
simd,figna,multi_node_4x4,8x8,607.0292479771956,0.14321657010745187,430.58672148102085
simd,figna,multi_node_4x4,16x16,1220.5090994375753,0.3301729876505853,493.71633791597463
mugi,,multi_node_8x8,64x8,2553.7733095820167,1.0401788883973775,737.2431433192531
mugi,,multi_node_8x8,128x8,5098.022079276253,3.150795347041793,1118.6739480237095
mugi,,multi_node_8x8,256x8,9071.022350699368,6.517667914426832,1300.531910151746
carat,,multi_node_8x8,64x8,2561.5530078872794,0.9043328443817082,644.3204830303064
carat,,multi_node_8x8,128x8,5111.709830138124,2.614148866023701,933.3425161329571
carat,,multi_node_8x8,256x8,9095.54119753275,4.947914805446191,992.819929732171
systolic,mac,multi_node_8x8,8x8,2409.1156200801124,0.6027500520231381,453.0484296936349
systolic,mac,multi_node_8x8,16x16,4837.46133923059,1.4334932565476475,535.8850265780475
systolic,figna,multi_node_8x8,8x8,2409.1156200801124,0.5499305816661454,413.3474325354187
systolic,figna,multi_node_8x8,16x16,4837.46133923059,1.2490614492108376,466.93859552573076
simd,mac,multi_node_8x8,8x8,2428.116991908783,0.6270605718555168,471.32108317267944
simd,mac,multi_node_8x8,16x16,4882.0363977502975,1.5140122228219168,565.9855577000712
simd,figna,multi_node_8x8,8x8,2428.116991908783,0.5704997127506528,428.80792483520366
simd,figna,multi_node_8x8,16x16,4882.0363977502975,1.3113810380752196,490.2356249204497
